Date,min,max,mean,median,std,fluctuation
1995-09-27,1.073,20.0,11.722166666666666,15.0,6.533885152679515,18.927
1995-09-28,1.073,15.0,11.451625,15.0,6.125204371479478,13.927
1995-09-29,1.073,15.0,11.475250000000003,15.0,6.136540373929725,13.927
1995-09-30,14.0,15.0,14.833333333333334,15.0,0.3409279748832164,1.0
1995-10-01,1.074,15.0,6.563625000000001,1.074,6.707329312433882,13.926
1995-10-02,1.074,21.0,11.881000000000002,15.0,6.610186447413206,19.926
1995-10-03,1.074,21.0,12.409208333333332,15.0,6.202731494929343,19.926
1995-10-04,1.074,21.5,13.560333333333334,14.0,4.349380712206066,20.426
1995-10-05,14.0,33.7,15.220833333333333,14.0,4.185168342847276,19.700000000000003
1995-10-06,14.5,20.0,15.395833333333334,15.0,1.4217194631445609,5.5
1995-10-07,16.0,20.0,16.583333333333332,16.0,0.8805466023105081,4.0
1995-10-08,14.0,17.0,16.270833333333332,16.5,0.9438492725405692,3.0
1995-10-09,16.0,27.0,19.333333333333332,19.0,3.212295219887199,11.0
1995-10-10,1.5,23.0,17.206500000000002,21.0,5.88419593709174,21.5
1995-10-11,11.0,26.0,18.287125,20.0,5.059170814621872,15.0
1995-10-12,1.072,13.0,8.965833333333334,13.0,5.708475922899109,11.928
1995-10-13,0.0,30.0,4.850458333333333,3.5,6.707630359647636,30.0
1995-10-14,0.5,13.612,1.8677083333333335,1.0715,3.609724962173189,13.112
1995-10-15,1.073,1.075,1.0738333333333336,1.074,0.000564659702573399,0.0020000000000000018
1995-10-16,1.073,2.0,1.1896666666666667,1.074,0.3128656701145588,0.927
1995-10-17,1.075,14.806,2.913,2.0,3.6795800563793075,13.731
1995-10-18,1.074,14.0,3.0154166666666664,2.0,3.4328444020091844,12.926
1995-10-19,1.074,14.806,6.45175,7.5,3.9664595235769022,13.732
1995-10-20,8.574,15.322,9.47016666666667,8.574,1.7102187926813868,6.747999999999999
1995-10-21,8.0,12.4,8.839916666666669,8.574,0.8348405688287543,4.4
1995-10-22,1.074,9.5,6.584083333333335,9.0,3.6291132695451114,8.426
1995-10-23,1.073,15.322,7.327583333333333,9.0,4.0606408352319985,14.248999999999999
1995-10-24,1.073,21.0,6.129625000000001,7.0,4.766159887231248,19.927
1995-10-25,5.0,25.6,7.843416666666666,7.0,4.510161106894623,20.6
1995-10-26,7.0,25.6,8.510083333333332,7.0,4.264105614124232,18.6
1995-10-27,16.0,21.0,19.064458333333334,20.0,1.6670397084331119,5.0
1995-10-28,15.0,20.0,17.420583333333337,16.547,2.4598077852913036,5.0
1995-10-29,10.0,20.0,13.504166666666668,14.3,3.473562156917739,10.0
1995-10-30,9.0,20.0,12.879166666666668,12.8,3.0605454425309717,11.0
1995-10-31,10.0,20.0,13.195833333333333,13.25,2.3870081631646114,10.0
1995-11-01,5.0,20.0,15.770833333333334,18.0,4.313727246085825,15.0
1995-11-02,5.0,24.0,13.860083333333334,15.0,6.297032854873978,19.0
1995-11-03,13.5,24.0,17.83925,18.320999999999998,3.1170916663649364,10.5
1995-11-04,10.0,20.0,15.628416666666666,15.0,4.057331227347084,10.0
1995-11-05,10.0,15.323,11.893833333333333,10.0,2.3330124334200946,5.323
1995-11-06,4.999,20.0,12.636708333333333,15.0,5.437145778400621,15.001000000000001
1995-11-07,5.0,25.45,15.988083333333334,20.0,6.519312139740076,20.45
1995-11-08,1.074,38.373,16.2835,17.086,10.645587940959187,37.299
1995-11-09,1.073,24.0,11.451625,13.0,7.144340897049977,22.927
1995-11-10,1.072,17.0,10.343708333333334,11.5,5.992552816543044,15.928
1995-11-11,1.074,13.725,6.698416666666668,1.074,6.288876749894397,12.651
1995-11-12,1.074,14.01,7.483416666666667,10.0,4.78435542809257,12.936
1995-11-13,10.0,18.0,13.514666666666669,14.5,2.4629832506035485,8.0
1995-11-14,1.073,25.45,12.380416666666667,14.9,7.874264166680381,24.377
1995-11-15,1.074,18.8,12.199666666666667,14.902999999999999,5.028317988860834,17.726
1995-11-16,1.074,18.0,11.590000000000002,15.0,6.021145174914096,16.926
1995-11-17,10.0,43.0,16.575458333333334,18.0,6.727471473961894,33.0
1995-11-18,10.0,27.0,20.202166666666667,22.5,5.080751567706654,17.0
1995-11-19,15.0,30.0,22.681291666666667,22.5,5.9338405297893715,15.0
1995-11-20,15.0,38.0,31.122416666666666,35.5,7.912923556445172,23.0
1995-11-21,17.501,41.0,34.39791666666667,38.0,8.308465514771358,23.499
1995-11-22,11.0,43.0,30.823125,36.5,10.989172913896738,32.0
1995-11-23,25.0,44.0,36.75,38.0,5.81788845604284,19.0
1995-11-24,30.0,41.0,38.541666666666664,40.0,3.4888538876363646,11.0
1995-11-25,30.4,43.0,39.074999999999996,41.0,4.446713490834019,12.600000000000001
1995-11-26,15.0,43.0,34.725,36.0,8.37009428028559,28.0
1995-11-27,40.0,65.0,49.300000000000004,51.1,5.408367108713005,25.0
1995-11-28,55.0,104.0,70.88579166666666,69.526,14.17404169287052,49.0
1995-11-29,85.0,100.58,91.82249999999999,93.0,5.0737733578626205,15.579999999999998
1995-11-30,85.0,111.907,103.5785,106.45349999999999,9.993441096865567,26.906999999999996
1995-12-01,73.0,111.901,102.37237499999999,111.901,16.805541401864527,38.900999999999996
1995-12-02,73.0,130.001,118.62550000000003,120.0,12.9191514292609,57.001000000000005
1995-12-03,73.0,130.001,120.54741666666668,127.3135,18.649655114928994,57.001000000000005
1995-12-04,124.627,160.001,134.96995833333338,132.001,10.011116944499701,35.37400000000001
1995-12-05,24.5,137.413,121.00845833333335,137.413,34.24228670617303,112.91300000000001
1995-12-06,22.2,147.07,100.99849999999998,147.07,54.38173202863974,124.86999999999999
1995-12-07,31.716,156.248,106.48025000000001,128.124,54.152581888947175,124.53199999999998
1995-12-08,14.0,170.263,53.80441666666667,25.0,49.87533331253268,156.263
1995-12-09,22.4,170.6,136.37249999999997,170.6,61.49239420908262,148.2
1995-12-10,22.4,172.66,132.02241666666666,172.66,60.57031931128491,150.26
1995-12-11,20.0,179.73,120.64958333333334,179.73,69.54358367422276,159.73
1995-12-12,40.0,179.101,132.11695833333337,179.001,63.20660248979166,139.101
1995-12-13,36.9,179.0,102.91250000000001,120.0,39.14023074847002,142.1
1995-12-14,20.0,120.0,58.50266666666666,60.0,29.51629335404971,100.0
1995-12-15,15.0,100.0,52.151666666666664,60.0,23.384106022954,85.0
1995-12-16,12.6,80.0,48.23333333333333,60.0,25.280043111318953,67.4
1995-12-17,1.5,60.0,31.54179166666667,26.4565,23.976244359019322,58.5
1995-12-18,15.0,65.0,45.24275,55.0,16.799038373746537,50.0
1995-12-19,40.0,75.001,64.00029166666666,71.0,13.338655829805885,35.001000000000005
1995-12-20,40.0,80.0,58.833416666666665,60.0,11.533312812350852,40.0
1995-12-21,30.0,80.0,62.5,70.0,15.603789952109883,50.0
1995-12-22,15.0,75.0,46.825375,60.0,20.55831230133806,60.0
1995-12-23,1.074,60.395,24.15579166666667,20.0,16.761388292037424,59.321000000000005
1995-12-24,1.074,60.0,23.207458333333335,19.182499999999997,17.73250070149789,58.926
1995-12-25,1.074,60.0,13.261625,10.0,18.953888803258934,58.926
1995-12-26,15.0,40.0,21.590833333333336,18.27,8.306234388105413,25.0
1995-12-27,10.0,41.0,19.051791666666666,15.0,9.853383157594266,31.0
1995-12-28,14.9,41.0,24.058333333333334,25.0,8.744633965375899,26.1
1995-12-29,11.99,41.0,25.11679166666667,30.0,10.450820816439194,29.009999999999998
1995-12-30,8.052,41.0,20.79216666666667,14.99,11.035859398645249,32.948
1995-12-31,1.074,30.0,13.216333333333333,14.024999999999999,6.002240615453291,28.926
1996-01-01,1.073,28.0,13.089458333333335,12.0,6.621082066952414,26.927
1996-01-02,10.0,30.0,15.389000000000001,12.5,6.660211068596916,20.0
1996-01-03,10.0,30.92,19.671625000000002,15.0,9.301978465627622,20.92
1996-01-04,12.0,40.0,23.575,25.0,9.179620623021885,28.0
1996-01-05,15.0,40.0,26.916666666666668,20.0,10.882441648448387,25.0
1996-01-06,12.0,40.0,24.6375,20.5,11.521881356792386,28.0
1996-01-07,20.0,40.0,25.041666666666668,23.0,7.380816301423732,20.0
1996-01-08,10.0,40.0,21.495833333333334,20.0,8.810343682121683,30.0
1996-01-09,20.0,41.0,30.708333333333332,30.0,9.219446209279443,21.0
1996-01-10,25.0,48.0,34.83183333333333,40.0,7.730196508367106,23.0
1996-01-11,26.0,49.876,38.95316666666667,40.0,7.791396412580419,23.875999999999998
1996-01-12,28.0,50.0,40.458333333333336,42.5,6.14307079892294,22.0
1996-01-13,25.0,48.0,39.791666666666664,40.0,8.454374564411156,23.0
1996-01-14,15.0,45.0,26.483333333333334,26.5,10.678856259660618,30.0
1996-01-15,19.9,45.0,33.324999999999996,32.5,10.083747146856625,25.1
1996-01-16,25.0,50.0,29.208333333333332,25.0,7.972666166164332,25.0
1996-01-17,22.0,45.0,27.655333333333335,25.0,7.558855737343516,23.0
1996-01-18,15.0,46.777,26.24904166666667,25.0,9.56905157936894,31.777
1996-01-19,18.0,35.0,22.259500000000003,20.0,5.354217427492982,17.0
1996-01-20,10.94,45.0,20.16870833333333,18.0,7.926809218688991,34.06
1996-01-21,12.0,30.0,19.33758333333333,18.0,6.009264231288992,18.0
1996-01-22,10.0,45.336,17.597333333333335,18.0,7.041385502662203,35.336
1996-01-23,5.001,25.0,15.962666666666669,18.0,6.087365937576861,19.999
1996-01-24,8.0,40.0,16.375,17.0,7.329585669528431,32.0
1996-01-25,8.0,32.0,15.919791666666667,16.0,5.70325392995023,24.0
1996-01-26,8.0,27.217,14.417375,15.0,4.246882455683381,19.217
1996-01-27,9.89,18.624,14.386416666666667,14.995000000000001,2.3222014277436176,8.733999999999998
1996-01-28,5.001,18.0,11.483624999999998,12.0,4.041444498674894,12.998999999999999
1996-01-29,7.99,30.0,15.667416666666668,13.0,7.57628348671131,22.009999999999998
1996-01-30,8.0,32.0,14.732166666666664,12.142,7.526120703295936,24.0
1996-01-31,8.0,35.0,17.461499999999997,11.0,10.41008332673496,27.0
1996-02-01,8.0,26.5,13.903166666666666,12.6,4.928293854757505,18.5
1996-02-02,11.0,28.0,13.559000000000003,11.99,4.680061426575696,17.0
1996-02-03,7.217,25.0,14.524958333333336,12.595,6.327172467458984,17.783
1996-02-04,1.076,10.0,7.166916666666666,7.0,1.6585248531167078,8.924
1996-02-05,1.257,16.0,8.333541666666667,7.9,3.568788370437649,14.743
1996-02-06,1.257,13.55,5.016583333333333,4.0,3.271140273422373,12.293000000000001
1996-02-07,1.26,11.1,4.556666666666666,2.1,4.05016657377969,9.84
1996-02-08,1.255,10.0,2.7510416666666675,2.0,2.8244519973164577,8.745000000000001
1996-02-09,1.26,10.0,3.9934166666666666,1.261,3.9570032129802764,8.74
1996-02-10,1.255,14.0,3.4514166666666664,1.261,4.418793686621671,12.745000000000001
1996-02-11,1.255,15.0,5.179833333333334,1.3,5.04819905611347,13.745000000000001
1996-02-12,1.26,16.1,10.1625,10.0,3.157933074710075,14.840000000000002
1996-02-13,1.3,19.5,10.091666666666667,10.0,4.037316873398952,18.2
1996-02-14,1.3,12.8,8.637083333333335,10.0,3.401732907704883,11.5
1996-02-15,1.3,11.5,6.016666666666667,7.0,3.196556117838815,10.2
1996-02-16,1.3,9.8,6.737041666666666,7.48,2.5642157285486404,8.5
1996-02-17,1.3,11.5,5.866875,6.077500000000001,3.2379958282393835,10.2
1996-02-18,1.3,11.5,4.308333333333334,3.0,3.2027049256182987,10.2
1996-02-19,1.3,14.5,11.783333333333333,11.5,3.0346787906331762,13.2
1996-02-20,5.0,14.5,10.3375,11.5,3.326286936301302,9.5
1996-02-21,3.0,14.5,9.445833333333333,9.0,2.303301820292408,11.5
1996-02-22,7.0,14.5,8.172083333333333,7.0,2.5207193230895624,7.5
1996-02-23,7.0,14.5,8.132208333333333,7.0,2.609166383268746,7.5
1996-02-24,3.0,12.0,6.995416666666666,7.0,1.6856374853105454,9.0
1996-02-25,2.0,8.379,5.536625000000001,7.0,2.2578986732088446,6.379
1996-02-26,2.5,13.7,5.998666666666668,6.5,2.3442601626408552,11.2
1996-02-27,2.0,16.8,6.942083333333334,7.0,3.4514999627341183,14.8
1996-02-28,2.0,13.5,6.786583333333333,7.0,2.8591159764281455,11.5
1996-02-29,2.0,75.0,18.891666666666666,21.0,15.908404031849948,73.0
1996-03-01,2.0,15.514,7.956958333333334,7.5,3.763962337278267,13.514
1996-03-02,2.0,14.5,7.784583333333334,7.5,3.784513327125221,12.5
1996-03-03,1.255,7.5,5.3656250000000005,7.5,2.6306451979711545,6.245
1996-03-04,1.255,14.5,5.688333333333333,6.0,3.3426026915598555,13.245000000000001
1996-03-05,7.0,13.257,7.8857083333333335,7.5,1.6261791301716417,6.257
1996-03-06,2.0,13.7,6.425541666666667,7.5,2.9498924958918145,11.7
1996-03-07,4.0,13.5,7.104166666666667,7.5,2.4315819089041897,9.5
1996-03-08,2.0,11.0,5.0,5.0,2.1568898704021677,9.0
1996-03-09,1.29,5.5,3.965,4.0,1.626505991114215,4.21
1996-03-10,1.256,6.3,2.814833333333333,3.0,1.0448352342195713,5.044
1996-03-11,2.0,13.257,3.327375,3.0,2.4084440550497215,11.257
1996-03-12,1.255,13.5,3.4837916666666664,3.0,2.546656921622792,12.245000000000001
1996-03-13,1.256,13.7,2.7200000000000006,2.0,2.5899981534322776,12.443999999999999
1996-03-14,1.256,4.0,2.014,1.9,0.8245291673592189,2.7439999999999998
1996-03-15,1.255,3.0,2.073125,2.0,0.38879359814241,1.745
1996-03-16,1.256,2.0,1.5618333333333334,1.256,0.3701787660584811,0.744
1996-03-17,1.5,1.9,1.7333333333333332,1.9,0.20144406207413396,0.3999999999999999
1996-03-18,1.255,13.257,2.1619583333333336,1.85,2.3792642903649432,12.001999999999999
1996-03-19,1.45,5.0,1.9312500000000004,2.0,0.7076925917005392,3.55
1996-03-20,1.45,2.0,1.6624999999999999,1.5,0.244171180153169,0.55
1996-03-21,1.5,2.0,1.9166666666666667,2.0,0.1903467469067203,0.5
1996-03-22,1.5,3.703,1.962625,2.0,0.4396977037149204,2.203
1996-03-23,1.5,2.5,2.06225,2.0,0.254542769960434,1.0
1996-03-24,1.4,2.5,1.5287499999999998,1.5,0.20854177977816216,1.1
1996-03-25,1.255,2.8,1.6679166666666667,1.5,0.4833508867377248,1.545
1996-03-26,1.5,2.795,2.2414583333333336,2.2,0.3252272756044632,1.295
1996-03-27,1.4,3.0,2.2930000000000006,2.5,0.5060935641283872,1.6
1996-03-28,2.0,3.0,2.4883750000000004,2.6,0.3114759830925624,1.0
1996-03-29,2.6,3.0,2.7125000000000004,2.7,0.09918143234365547,0.3999999999999999
1996-03-30,2.7,3.6,3.045833333333334,2.7,0.38671320309665574,0.8999999999999999
1996-03-31,2.7,2.7,2.700000000000001,2.7,0.0,0.0
1996-04-01,2.7,4.2,2.887500000000001,2.7,0.5067479435191322,1.5
1996-04-02,2.7,4.5,3.6749999999999994,4.5,0.9161592798672927,1.7999999999999998
1996-04-03,2.7,4.5,3.6,3.0,0.853127239605278,1.7999999999999998
1996-04-04,1.258,3.1,2.478083333333334,2.7,0.5122908410240238,1.842
1996-04-05,1.256,2.7,2.0238333333333336,2.4,0.6719178693772073,1.4440000000000002
1996-04-06,1.256,2.7,2.0890000000000004,2.7,0.6836955844335351,1.4440000000000002
1996-04-07,1.5,2.7,2.09625,2.0949999999999998,0.6090820784269306,1.2000000000000002
1996-04-08,2.7,10.0,3.4805416666666678,2.7,2.038136424566552,7.3
1996-04-09,2.69,10.0,3.8815000000000004,2.7,2.4779468534848874,7.3100000000000005
1996-04-10,2.7,10.0,4.104958333333335,2.7,2.687832252128043,7.3
1996-04-11,2.5,12.0,3.7530000000000006,2.7,2.9494847007570666,9.5
1996-04-12,2.1,10.0,3.4447499999999995,2.6,2.5357904736170447,7.9
1996-04-13,1.9,8.0,2.4,2.1,1.213331740722,6.1
1996-04-14,1.7,9.0,2.5083333333333333,1.8,2.0160048021566914,7.3
1996-04-15,1.5,10.0,2.820833333333333,2.4,2.24201077580831,8.5
1996-04-16,1.256,15.514,3.9155416666666665,2.4,3.8471509501150347,14.258
1996-04-17,1.256,15.514,3.252083333333333,2.4,3.3861887504424777,14.258
1996-04-18,1.256,12.41,2.800083333333333,2.4,2.6644165021823167,11.154
1996-04-19,1.5,12.65,4.927083333333336,2.4,3.8883040666198867,11.15
1996-04-20,3.0,10.0,3.7916666666666665,3.0,2.146365313261238,7.0
1996-04-21,1.256,8.0,3.2834999999999996,2.8,1.5172988871819153,6.744
1996-04-22,1.798,13.5,3.687416666666666,3.0,2.482230797465066,11.702
1996-04-23,2.0,18.0,3.7291666666666665,3.0,3.3975028127021236,16.0
1996-04-24,1.256,18.0,4.281916666666667,3.0,3.8094508781127003,16.744
1996-04-25,1.256,15.514,3.499416666666667,3.0,3.4956934239851116,14.258
1996-04-26,1.256,15.514,2.1194166666666665,1.256,2.8922389389035867,14.258
1996-04-27,1.255,2.0,1.5975833333333336,1.26,0.37813511694454766,0.7450000000000001
1996-04-28,1.254,2.505,1.4130416666666668,1.256,0.3674314463319969,1.251
1996-04-29,1.256,15.514,1.8814166666666667,1.256,2.907685676402046,14.258
1996-04-30,1.256,13.5,1.7778333333333336,1.257,2.4973007282936974,12.244
1996-05-01,1.254,3.5,1.359416666666667,1.256,0.45865947552923586,2.246
1996-05-02,1.254,18.0,2.047333333333333,1.256,3.428576566938869,16.746
1996-05-03,1.254,15.514,1.94325,1.256,2.9265697274394835,14.26
1996-05-04,1.254,15.0,1.8382500000000002,1.256,2.803885026018441,13.746
1996-05-05,1.254,5.0,1.4523333333333335,1.256,0.7719406750502926,3.746
1996-05-06,1.3,21.071,2.7710416666666666,1.3,4.336394369591307,19.771
1996-05-07,1.26,16.5,3.1265,1.5,4.071639996471884,15.24
1996-05-08,1.26,16.5,3.662333333333333,2.0,3.600429668400905,15.24
1996-05-09,1.26,16.5,2.6624583333333334,2.0,3.209942813782455,15.24
1996-05-10,0.0,2.0,0.6908333333333333,0.0,0.8659948622533944,2.0
1996-05-11,1.0,1.8,1.1875000000000002,1.0,0.3366232573535352,0.8
1996-05-12,1.25,1.8,1.3985,1.33,0.18430716327582775,0.55
1996-05-13,1.25,21.0,2.240083333333333,1.5,3.9974786174664456,19.75
1996-05-14,1.2,15.514,2.0054166666666666,1.5,2.8800183259783285,14.314
1996-05-15,1.25,16.0,2.5187500000000003,1.3,4.152469472180536,14.75
1996-05-16,1.255,13.5,1.8147916666666664,1.3,2.489296862118623,12.245000000000001
1996-05-17,1.26,5.58,1.548333333333333,1.4,0.86132186917484,4.32
1996-05-18,1.251,1.5,1.3350833333333334,1.3,0.06967684205559685,0.2490000000000001
1996-05-19,1.251,1.4,1.2673333333333334,1.256,0.04089505834573968,0.14900000000000002
1996-05-20,1.25,1.4,1.2787499999999998,1.256,0.05542895962596981,0.1499999999999999
1996-05-21,1.251,13.5,1.7953749999999997,1.256,2.4937930392929735,12.249
1996-05-22,1.255,1.5,1.3180833333333333,1.256,0.08640798909655373,0.2450000000000001
1996-05-23,1.255,1.5,1.2842083333333336,1.256,0.05099273534505692,0.2450000000000001
1996-05-24,1.254,1.5,1.2837083333333335,1.255,0.05128817065635466,0.246
1996-05-25,1.25,1.3,1.2668333333333333,1.255,0.021824730023065834,0.050000000000000044
1996-05-26,1.255,1.3,1.2775,1.2774999999999999,0.022983926330486307,0.04500000000000015
1996-05-27,1.255,13.5,1.8318333333333336,1.3,2.488658843750929,12.245000000000001
1996-05-28,1.255,8.0,1.8572916666666668,1.3,1.8925063776623723,6.745
1996-05-29,1.255,20.0,2.103125,1.3,3.812906517885068,18.745
1996-05-30,1.255,13.5,2.136458333333333,1.3,2.775891740452092,12.245000000000001
1996-05-31,1.255,13.5,1.8027083333333334,1.3,2.491558783593405,12.245000000000001
1996-06-01,1.254,8.0,1.56625,1.3,1.3705345593092026,6.746
1996-06-02,1.25,1.3,1.2618750000000003,1.2525,0.02005495168172995,0.050000000000000044
1996-06-03,1.25,8.0,1.8479166666666664,1.3,1.8949291122835468,6.75
1996-06-04,1.25,15.514,1.8781666666666668,1.3,2.9045057001697963,14.264
1996-06-05,1.256,15.514,1.8684166666666666,1.256,2.9065789231039094,14.258
1996-06-06,1.256,20.2,2.0453333333333332,1.256,3.86692780727371,18.944
1996-06-07,1.256,8.0,1.8179999999999998,1.256,1.9040325170770998,6.744
1996-06-08,1.256,13.5,1.7661666666666669,1.256,2.4992960342197694,12.244
1996-06-09,1.256,1.256,1.256,1.256,0.0,0.0
1996-06-10,1.256,4.555,1.3934583333333332,1.256,0.673405555120142,3.2989999999999995
1996-06-11,1.256,10.0,2.0253333333333337,1.256,2.1864030947548585,8.744
1996-06-12,1.256,20.0,2.3160000000000003,1.256,3.7841371424729675,18.744
1996-06-13,1.5,13.5,2.1875,1.5,2.4218771914436092,12.0
1996-06-14,1.5,10.0,2.6458333333333335,2.0,2.2959281852627833,8.5
1996-06-15,1.5,12.38,2.841708333333333,2.0,3.105423663306375,10.88
1996-06-16,1.49,2.0,1.6870833333333335,1.5,0.24760556232191877,0.51
1996-06-17,1.3,1.5,1.3908333333333334,1.3,0.10090532224799154,0.19999999999999996
1996-06-18,1.5,11.5,2.3354166666666667,1.5,2.8226752330040545,10.0
1996-06-19,1.3,11.5,3.1245833333333337,1.5,3.827006980335446,10.2
1996-06-20,1.257,11.5,3.9865833333333334,1.5,4.443547230845377,10.243
1996-06-21,1.256,11.5,2.396916666666667,1.5,2.8439050757207327,10.244
1996-06-22,1.256,11.5,2.2335,1.5,2.856444201846217,10.244
1996-06-23,1.254,1.5,1.2911249999999999,1.255,0.08200175634386295,0.246
1996-06-24,1.254,1.5,1.4080833333333336,1.5,0.12121698713882685,0.246
1996-06-25,1.254,5.0,1.437291666666667,1.3,0.7591714865657776,3.746
1996-06-26,1.254,5.0,1.5932916666666668,1.3,1.0494680010104773,3.746
1996-06-27,1.25,10.55,1.6412499999999997,1.255,1.8975573371643049,9.3
1996-06-28,1.25,1.3,1.2547499999999998,1.254,0.00990059286762338,0.050000000000000044
1996-06-29,1.0,1.255,1.2404166666666665,1.25,0.05124359274193653,0.2549999999999999
